"race_eth","counts","percent","rates","percent_pop"
"African American","11","3.9","23.2","2.36"
"Asian","70","25","10.7","35.65"
"Latino","94","33.6","17.2","25.78"
"Native Hawaiian & Other Pacific Islander","2","0.7","28.3","0.32"
"White","88","31.4","13.1","32.04"
"Other","9","3.2",,"3.85"
"Unknown","6","2.1",,
