"race_eth","counts","percent","rates","percent_pop"
"African American","12","3.6","25.3","2.36"
"Asian","85","25.8","13","35.65"
"Latino","112","33.9","20.5","25.78"
"Native Hawaiian & Other Pacific Islander","2","0.6","28.3","0.32"
"White","97","29.4","14.5","32.04"
"Other","12","3.6",,"3.85"
"Unknown","10","3",,
