"race_eth","counts","percent","rates","percent_pop"
"African American","40","3.04414","84.25842","2.36"
"Asian","314","23.8965","47.92393","35.65"
"Latino","377","28.69102","68.93147","25.78"
"Native Hawaiian & Other Pacific Islander","8","0.60883","113.3305","0.32"
"White","431","32.80061","64.29026","32.04"
"Other","80","6.08828",,"3.85"
"Unknown","64","4.87062",,
