"race_eth","counts","percent","rates","percent_pop"
"African American","46","3.02035","96.89718","2.36"
"Asian","365","23.96586","55.70776","35.65"
"Latino","437","28.69337","79.902","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.59094","127.49681","0.32"
"White","492","32.30466","73.38935","32.04"
"Other","90","5.90939",,"3.85"
"Unknown","84","5.51543",,
