"race_eth","counts","percent","rates","percent_pop"
"African American","50","3.13676","105.32303","2.36"
"Asian","380","23.8394","57.99712","35.65"
"Latino","454","28.48181","83.01031","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.56462","127.49681","0.32"
"White","511","32.05772","76.22349","32.04"
"Other","93","5.83438",,"3.85"
"Unknown","97","6.08532",,
