"race_eth","counts","percent","rates","percent_pop"
"African American","58","2.90727","122.17471","2.36"
"Asian","472","23.65915","72.03852","35.65"
"Latino","569","28.5213","104.03715","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.45113","127.49681","0.32"
"White","613","30.72682","91.43836","32.04"
"Other","118","5.91479",,"3.85"
"Unknown","156","7.81955",,
