"race_eth","counts","percent","rates","percent_pop"
"African American","65","2.7909","143.61784","2.4"
"Asian","517","22.19837","73.93213","37.7"
"Latino","739","31.73036","150.51591","26.5"
"Native Hawaiian & Other Pacific Islander","13","0.55818","208.70124","0.3"
"White","779","33.44783","128.14544","32.8"
"Other","183","7.85745","3324.25068","0.3"
"Unknown","33","1.41692",,
