"race_eth","counts","percent","rates","percent_pop"
"African American","71","3.23168","149.5587","2.36"
"Asian","541","24.62449","82.56958","35.65"
"Latino","652","29.67683","119.21305","25.78"
"Native Hawaiian & Other Pacific Islander","10","0.45517","141.66313","0.32"
"White","755","34.36504","112.61984","32.04"
"Other","129","5.87164",,"3.85"
"Unknown","39","1.77515",,
