"race_eth","counts","percent","rates","percent_pop"
"African American","16","3.94089","33.70337","2.36"
"Asian","98","24.13793","14.95715","35.65"
"Latino","150","36.94581","27.42631","25.78"
"Native Hawaiian & Other Pacific Islander","2","0.49261","28.33263","0.32"
"White","121","29.80296","18.04901","32.04"
"Other","10","2.46305",,"3.85"
"Unknown","9","2.21675",,
