"race_eth","counts","percent","rates","percent_pop"
"African American","8","3.7","16.9","2.36"
"Asian","61","28.1","9.3","35.65"
"Latino","73","33.6","13.3","25.78"
"Native Hawaiian & Other Pacific Islander","1","0.5","14.2","0.32"
"White","65","30","9.7","32.04"
"Other","6","2.8",,"3.85"
"Unknown","3","1.4",,
