"race_eth","counts","percent","rates","percent_pop"
"African American","60","2.89855","126.38763","2.36"
"Asian","488","23.57488","74.48051","35.65"
"Latino","594","28.69565","108.60821","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.43478","127.49681","0.32"
"White","630","30.43478","93.97417","32.04"
"Other","125","6.03865",,"3.85"
"Unknown","164","7.92271",,
