"race_eth","counts","percent","rates","percent_pop"
"African American","8","4.4","16.9","2.36"
"Asian","56","30.6","8.5","35.65"
"Latino","56","30.6","10.2","25.78"
"Native Hawaiian & Other Pacific Islander","0","0","0","0.32"
"White","53","29","7.9","32.04"
"Other","5","2.7",,"3.85"
"Unknown","5","2.7",,
