"race_eth","counts","percent","rates","percent_pop"
"African American","51","2.9877","107.42949","2.36"
"Asian","431","25.24897","65.78094","35.65"
"Latino","532","31.16579","97.272","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.52724","127.49681","0.32"
"White","549","32.16169","81.89177","32.04"
"Other","102","5.9754",,"3.85"
"Unknown","33","1.93322",,
