"race_eth","counts","percent","rates","percent_pop"
"African American","14","3.9","29.5","2.36"
"Asian","88","24.3","13.4","35.65"
"Latino","129","35.6","23.6","25.78"
"Native Hawaiian & Other Pacific Islander","3","0.8","42.5","0.32"
"White","112","30.9","16.7","32.04"
"Other","11","3",,"3.85"
"Unknown","5","1.4",,
