"race_eth","counts","percent","rates","percent_pop"
"African American","11","4.1","23.2","2.36"
"Asian","68","25.4","10.4","35.65"
"Latino","92","34.3","16.8","25.78"
"Native Hawaiian & Other Pacific Islander","1","0.4","14.2","0.32"
"White","83","31","12.4","32.04"
"Other","9","3.4",,"3.85"
"Unknown","4","1.5",,
