"race_eth","counts","percent","rates","percent_pop"
"African American","51","2.9842","107.42949","2.36"
"Asian","432","25.27794","65.93356","35.65"
"Latino","533","31.18783","97.45484","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.52662","127.49681","0.32"
"White","549","32.12405","81.89177","32.04"
"Other","102","5.9684",,"3.85"
"Unknown","33","1.93095",,
