"race_eth","counts","percent","rates","percent_pop"
"African American","8","4.2","16.9","2.36"
"Asian","56","29.3","8.5","35.65"
"Latino","60","31.4","11","25.78"
"Native Hawaiian & Other Pacific Islander","1","0.5","14.2","0.32"
"White","58","30.4","8.7","32.04"
"Other","5","2.6",,"3.85"
"Unknown","3","1.6",,
