"race_eth","counts","percent","rates","percent_pop"
"African American","11","3.9","23.2","2.36"
"Asian","71","25.1","10.8","35.65"
"Latino","95","33.6","17.4","25.78"
"Native Hawaiian & Other Pacific Islander","2","0.7","28.3","0.32"
"White","88","31.1","13.1","32.04"
"Other","10","3.5",,"3.85"
"Unknown","6","2.1",,
