"race_eth","counts","percent","rates","percent_pop"
"African American","16","3.6036","33.70337","2.36"
"Asian","108","24.32432","16.48339","35.65"
"Latino","157","35.36036","28.70621","25.78"
"Native Hawaiian & Other Pacific Islander","2","0.45045","28.33263","0.32"
"White","136","30.63063","20.28649","32.04"
"Other","14","3.15315",,"3.85"
"Unknown","11","2.47748",,
