"race_eth","counts","percent","rates","percent_pop"
"African American","8","3.9","16.9","2.36"
"Asian","59","28.8","9","35.65"
"Latino","67","32.7","12.3","25.78"
"Native Hawaiian & Other Pacific Islander","1","0.5","14.2","0.32"
"White","63","30.7","9.4","32.04"
"Other","5","2.4",,"3.85"
"Unknown","2","1",,
