"race_eth","counts","percent","rates","percent_pop"
"African American","42","3.06122","88.47134","2.36"
"Asian","329","23.97959","50.21329","35.65"
"Latino","389","28.35277","71.12558","25.78"
"Native Hawaiian & Other Pacific Islander","8","0.58309","113.3305","0.32"
"White","452","32.94461","67.42274","32.04"
"Other","81","5.90379",,"3.85"
"Unknown","71","5.17493",,
