"race_eth","counts","percent","rates","percent_pop"
"African American","56","2.89555","117.96179","2.36"
"Asian","459","23.7332","70.05441","35.65"
"Latino","551","28.49018","100.746","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.46536","127.49681","0.32"
"White","600","31.02378","89.49921","32.04"
"Other","114","5.89452",,"3.85"
"Unknown","145","7.49741",,
