"race_eth","counts","percent","rates","percent_pop"
"African American","61","2.91031","128.49409","2.36"
"Asian","495","23.61641","75.54887","35.65"
"Latino","599","28.57824","109.52242","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.42939","127.49681","0.32"
"White","640","30.53435","95.46582","32.04"
"Other","126","6.01145",,"3.85"
"Unknown","166","7.91985",,
