"race_eth","counts","percent","rates","percent_pop"
"African American","63","2.92072","132.70701","2.36"
"Asian","504","23.36579","76.92249","35.65"
"Latino","606","28.09458","110.80231","25.78"
"Native Hawaiian & Other Pacific Islander","10","0.46361","141.66313","0.32"
"White","670","31.06166","99.94078","32.04"
"Other","131","6.07325",,"3.85"
"Unknown","173","8.0204",,
