"race_eth","counts","percent","rates","percent_pop"
"African American","14","3.9","29.5","2.36"
"Asian","87","24.4","13.3","35.65"
"Latino","128","35.9","23.4","25.78"
"Native Hawaiian & Other Pacific Islander","3","0.8","42.5","0.32"
"White","109","30.5","16.3","32.04"
"Other","9","2.5",,"3.85"
"Unknown","7","2",,
