"race_eth","counts","percent","rates","percent_pop"
"African American","44","3.07048","92.68426","2.36"
"Asian","347","24.21493","52.96052","35.65"
"Latino","410","28.6113","74.96526","25.78"
"Native Hawaiian & Other Pacific Islander","8","0.55827","113.3305","0.32"
"White","471","32.86811","70.25688","32.04"
"Other","81","5.65248",,"3.85"
"Unknown","72","5.02442",,
