"race_eth","counts","percent","rates","percent_pop"
"African American","12","4.1","25.3","2.36"
"Asian","74","25.3","11.3","35.65"
"Latino","99","33.8","18.1","25.78"
"Native Hawaiian & Other Pacific Islander","2","0.7","28.3","0.32"
"White","89","30.4","13.3","32.04"
"Other","12","4.1",,"3.85"
"Unknown","5","1.7",,
