"race_eth","counts","percent","rates","percent_pop"
"African American","51","2.96339","107.42949","2.36"
"Asian","432","25.10169","65.93356","35.65"
"Latino","538","31.26089","98.36905","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.52295","127.49681","0.32"
"White","553","32.13248","82.48844","32.04"
"Other","103","5.98489",,"3.85"
"Unknown","35","2.0337",,
