"race_eth","counts","percent","rates","percent_pop"
"African American","17","3.61702","35.80983","2.36"
"Asian","117","24.89362","17.85701","35.65"
"Latino","165","35.10638","30.16895","25.78"
"Native Hawaiian & Other Pacific Islander","2","0.42553","28.33263","0.32"
"White","150","31.91489","22.3748","32.04"
"Other","14","2.97872",,"3.85"
"Unknown","5","1.06383",,
