"race_eth","counts","percent","rates","percent_pop"
"African American","51","2.91929","107.42949","2.36"
"Asian","414","23.69777","63.18633","35.65"
"Latino","497","28.44877","90.87252","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.51517","127.49681","0.32"
"White","556","31.82599","82.93593","32.04"
"Other","100","5.7241",,"3.85"
"Unknown","120","6.86892",,
