"race_eth","counts","percent","rates","percent_pop"
"African American","16","4.2","33.7","2.36"
"Asian","95","24.7","14.5","35.65"
"Latino","145","37.7","26.5","25.78"
"Native Hawaiian & Other Pacific Islander","2","0.5","28.3","0.32"
"White","111","28.8","16.6","32.04"
"Other","8","2.1",,"3.85"
"Unknown","8","2.1",,
