"race_eth","counts","percent","rates","percent_pop"
"African American","12","3.7","25.3","2.36"
"Asian","83","25.5","12.7","35.65"
"Latino","111","34.2","20.3","25.78"
"Native Hawaiian & Other Pacific Islander","2","0.6","28.3","0.32"
"White","97","29.8","14.5","32.04"
"Other","12","3.7",,"3.85"
"Unknown","8","2.5",,
