"race_eth","counts","percent","rates","percent_pop"
"African American","33","3.34686","69.5132","2.36"
"Asian","242","24.54361","36.93501","35.65"
"Latino","297","30.1217","54.3041","25.78"
"Native Hawaiian & Other Pacific Islander","7","0.70994","99.16419","0.32"
"White","330","33.46856","49.22456","32.04"
"Other","46","4.66531",,"3.85"
"Unknown","31","3.14402",,
