"race_eth","counts","percent","rates","percent_pop"
"African American","54","2.90479","113.74887","2.36"
"Asian","407","21.89349","62.11796","35.65"
"Latino","579","31.14578","105.86557","25.78"
"Native Hawaiian & Other Pacific Islander","7","0.37655","99.16419","0.32"
"White","532","28.61754","79.35596","32.04"
"Other","154","8.28402",,"3.85"
"Unknown","126","6.77784",,
