"race_eth","counts","percent","rates","percent_pop"
"African American","44","3.11174","92.68426","2.36"
"Asian","337","23.8331","51.43428","35.65"
"Latino","402","28.42999","73.50252","25.78"
"Native Hawaiian & Other Pacific Islander","8","0.56577","113.3305","0.32"
"White","465","32.88543","69.36189","32.04"
"Other","81","5.72843",,"3.85"
"Unknown","77","5.44554",,
