"race_eth","counts","percent","rates","percent_pop"
"African American","16","3.91198","33.70337","2.36"
"Asian","98","23.96088","14.95715","35.65"
"Latino","150","36.67482","27.42631","25.78"
"Native Hawaiian & Other Pacific Islander","2","0.489","28.33263","0.32"
"White","122","29.82885","18.19817","32.04"
"Other","10","2.44499",,"3.85"
"Unknown","11","2.68949",,
