"race_eth","counts","percent","rates","percent_pop"
"African American","52","2.84153","109.53595","2.36"
"Asian","431","23.55191","65.78094","35.65"
"Latino","523","28.57923","95.62642","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.4918","127.49681","0.32"
"White","572","31.25683","85.32258","32.04"
"Other","108","5.90164",,"3.85"
"Unknown","135","7.37705",,
