"race_eth","counts","percent","rates","percent_pop"
"African American","59","2.88791","124.28117","2.36"
"Asian","482","23.59276","73.56476","35.65"
"Latino","586","28.68331","107.14547","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.44053","127.49681","0.32"
"White","623","30.49437","92.93001","32.04"
"Other","125","6.11845",,"3.85"
"Unknown","159","7.78267",,
