"race_eth","counts","percent","rates","percent_pop"
"African American","19","3.59168","40.02275","2.36"
"Asian","130","24.57467","19.84112","35.65"
"Latino","181","34.2155","33.09442","25.78"
"Native Hawaiian & Other Pacific Islander","2","0.37807","28.33263","0.32"
"White","172","32.51418","25.65644","32.04"
"Other","17","3.21361",,"3.85"
"Unknown","8","1.51229",,
