"race_eth","counts","percent","rates","percent_pop"
"African American","8","3.6","16.9","2.36"
"Asian","61","27.2","9.3","35.65"
"Latino","75","33.5","13.7","25.78"
"Native Hawaiian & Other Pacific Islander","1","0.4","14.2","0.32"
"White","68","30.4","10.1","32.04"
"Other","6","2.7",,"3.85"
"Unknown","5","2.2",,
