"race_eth","counts","percent","rates","percent_pop"
"African American","19","3.35689","40.02275","2.36"
"Asian","142","25.08834","21.67261","35.65"
"Latino","192","33.92226","35.10568","25.78"
"Native Hawaiian & Other Pacific Islander","3","0.53004","42.49894","0.32"
"White","185","32.68551","27.59559","32.04"
"Other","17","3.00353",,"3.85"
"Unknown","8","1.41343",,
