"race_eth","counts","percent","rates","percent_pop"
"African American","58","2.90145","122.17471","2.36"
"Asian","473","23.66183","72.19115","35.65"
"Latino","570","28.51426","104.22","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.45023","127.49681","0.32"
"White","615","30.76538","91.73669","32.04"
"Other","118","5.90295",,"3.85"
"Unknown","156","7.8039",,
