"race_eth","counts","percent","rates","percent_pop"
"African American","51","3.07044","107.42949","2.36"
"Asian","396","23.84106","60.4391","35.65"
"Latino","470","28.29621","85.93579","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.54184","127.49681","0.32"
"White","532","32.0289","79.35596","32.04"
"Other","95","5.71945",,"3.85"
"Unknown","108","6.50211",,
