"race_eth","counts","percent","rates","percent_pop"
"African American","39","3.30229","82.15196","2.36"
"Asian","286","24.21677","43.65046","35.65"
"Latino","349","29.55123","63.81189","25.78"
"Native Hawaiian & Other Pacific Islander","7","0.59272","99.16419","0.32"
"White","390","33.02286","58.17448","32.04"
"Other","64","5.41914",,"3.85"
"Unknown","46","3.895",,
