"race_eth","counts","percent","rates","percent_pop"
"African American","11","4.5","23.2","2.36"
"Asian","65","26.5","9.9","35.65"
"Latino","78","31.8","14.3","25.78"
"Native Hawaiian & Other Pacific Islander","1","0.4","14.2","0.32"
"White","78","31.8","11.6","32.04"
"Other","7","2.9",,"3.85"
"Unknown","5","2",,
