"race_eth","counts","percent","rates","percent_pop"
"African American","53","2.80869","111.64241","2.36"
"Asian","413","21.88659","63.03371","35.65"
"Latino","599","31.74351","109.52242","25.78"
"Native Hawaiian & Other Pacific Islander","8","0.42395","113.3305","0.32"
"White","535","28.35188","79.80346","32.04"
"Other","156","8.26709",,"3.85"
"Unknown","123","6.51828",,
