"race_eth","counts","percent","rates","percent_pop"
"African American","54","2.78351","119.31329","2.4"
"Asian","420","21.64948","60.06092","37.7"
"Latino","614","31.64948","125.05652","26.5"
"Native Hawaiian & Other Pacific Islander","8","0.41237","128.43153","0.3"
"White","556","28.65979","91.46196","32.8"
"Other","157","8.09278","2851.95277","0.3"
"Unknown","131","6.75258",,
