"race_eth","counts","percent","rates","percent_pop"
"African American","22","3.37423","46.34213","2.36"
"Asian","167","25.6135","25.48821","35.65"
"Latino","211","32.36196","38.57968","25.78"
"Native Hawaiian & Other Pacific Islander","5","0.76687","70.83156","0.32"
"White","210","32.20859","31.32472","32.04"
"Other","24","3.68098",,"3.85"
"Unknown","13","1.99387",,
