"race_eth","counts","percent","rates","percent_pop"
"African American","11","4.2","23.2","2.36"
"Asian","67","25.8","10.2","35.65"
"Latino","88","33.8","16.1","25.78"
"Native Hawaiian & Other Pacific Islander","1","0.4","14.2","0.32"
"White","79","30.4","11.8","32.04"
"Other","8","3.1",,"3.85"
"Unknown","6","2.3",,
