"race_eth","counts","percent","rates","percent_pop"
"African American","56","2.88363","117.96179","2.36"
"Asian","460","23.68692","70.20703","35.65"
"Latino","559","28.78476","102.20873","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.46344","127.49681","0.32"
"White","600","30.89598","89.49921","32.04"
"Other","113","5.81874",,"3.85"
"Unknown","145","7.46653",,
