"race_eth","counts","percent","rates","percent_pop"
"African American","51","2.88952","107.42949","2.36"
"Asian","421","23.85269","64.2547","35.65"
"Latino","498","28.2153","91.05536","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.50992","127.49681","0.32"
"White","559","31.67139","83.38343","32.04"
"Other","101","5.72238",,"3.85"
"Unknown","126","7.13881",,
