"race_eth","counts","percent","rates","percent_pop"
"African American","22","3.42146","46.34213","2.36"
"Asian","164","25.50544","25.03033","35.65"
"Latino","209","32.50389","38.214","25.78"
"Native Hawaiian & Other Pacific Islander","5","0.7776","70.83156","0.32"
"White","207","32.19285","30.87723","32.04"
"Other","23","3.57698",,"3.85"
"Unknown","13","2.02177",,
