"race_eth","counts","percent","rates","percent_pop"
"African American","52","2.85714","109.53595","2.36"
"Asian","428","23.51648","65.32307","35.65"
"Latino","519","28.51648","94.89505","25.78"
"Native Hawaiian & Other Pacific Islander","9","0.49451","127.49681","0.32"
"White","571","31.37363","85.17341","32.04"
"Other","108","5.93407",,"3.85"
"Unknown","133","7.30769",,
