"race_eth","counts","percent","rates","percent_pop"
"African American","8","4.3","16.9","2.36"
"Asian","56","30.4","8.5","35.65"
"Latino","56","30.4","10.2","25.78"
"Native Hawaiian & Other Pacific Islander","0","0","0","0.32"
"White","53","28.8","7.9","32.04"
"Other","5","2.7",,"3.85"
"Unknown","6","3.3",,
