"geo_id","city","cases","population","rate"
"610345","Campbell","2108","42470","4964"
"617610","Cupertino","948","60614","1564"
"629504","Gilroy","7603","55525","13693"
"643280","Los Altos","688","30588","2249"
"643294","Los Altos Hills","240","8517","2818"
"644112","Los Gatos","1221","30922","3949"
"647766","Milpitas","3688","77457","4761"
"648956","Monte Sereno","95","3492","2721"
"649278","Morgan Hill","3634","43876","8282"
"649670","Mountain View","3092","80993","3818"
"0","Other/Unknown","4200","0",
"655282","Palo Alto","1533","67019","2287"
"668000","San Jose","78388","1026658","7635"
"669084","Santa Clara","5614","126209","4448"
"670280","Saratoga","665","30886","2153"
"677000","Sunnyvale","5674","152323","3725"
