"geo_id","city","cases","population","rate"
"610345","Campbell","519","42470","1222"
"617610","Cupertino","188","60614","310"
"629504","Gilroy","2044","55525","3681"
"643280","Los Altos","166","30588","543"
"643294","Los Altos Hills","53","8517","622"
"644112","Los Gatos","248","30922","802"
"647766","Milpitas","774","77457","999"
"648956","Monte Sereno","30","3492","859"
"649278","Morgan Hill","853","43876","1944"
"649670","Mountain View","758","80993","936"
"0","Other/Unknown","1075","0",
"655282","Palo Alto","384","67019","573"
"668000","San Jose","19406","1026658","1890"
"669084","Santa Clara","1364","126209","1081"
"670280","Saratoga","167","30886","541"
"677000","Sunnyvale","1268","152323","832"
