"geo_id","city","cases","population","rate"
"610345","Campbell","2233","42470","5258"
"617610","Cupertino","993","60614","1638"
"629504","Gilroy","7763","55525","13981"
"643280","Los Altos","715","30588","2338"
"643294","Los Altos Hills","253","8517","2971"
"644112","Los Gatos","1294","30922","4185"
"647766","Milpitas","3834","77457","4950"
"648956","Monte Sereno","101","3492","2892"
"649278","Morgan Hill","3796","43876","8652"
"649670","Mountain View","3204","80993","3956"
"0","Other/Unknown","4183","0",
"655282","Palo Alto","1614","67019","2408"
"668000","San Jose","80680","1026658","7859"
"669084","Santa Clara","5828","126209","4618"
"670280","Saratoga","694","30886","2247"
"677000","Sunnyvale","5898","152323","3872"
