"geo_id","city","cases","population","rate"
"610345","Campbell","6492","42470","15286"
"617610","Cupertino","4348","60614","7173"
"629504","Gilroy","15501","55525","27917"
"643280","Los Altos","2661","30588","8699"
"643294","Los Altos Hills","744","8517","8735"
"644112","Los Gatos","4400","30922","14229"
"647766","Milpitas","10570","77457","13646"
"648956","Monte Sereno","357","3492","10223"
"649278","Morgan Hill","9635","43876","21960"
"649670","Mountain View","8648","80993","10677"
"0","Other/Unknown","15693","0",
"655282","Palo Alto","5872","67019","8762"
"668000","San Jose","193311","1026658","18829"
"669084","Santa Clara","17326","126209","13728"
"670280","Saratoga","2479","30886","8026"
"677000","Sunnyvale","16697","152323","10962"
