"geo_id","city","cases","population","rate"
"610345","Campbell","309","42470","728"
"617610","Cupertino","102","60614","168"
"629504","Gilroy","1324","55525","2385"
"643280","Los Altos","111","30588","363"
"643294","Los Altos Hills","29","8517","340"
"644112","Los Gatos","160","30922","517"
"647766","Milpitas","485","77457","626"
"648956","Monte Sereno","19","3492","544"
"649278","Morgan Hill","549","43876","1251"
"649670","Mountain View","505","80993","624"
"0","Other/Unknown","790","0",
"655282","Palo Alto","251","67019","375"
"668000","San Jose","12487","1026658","1216"
"669084","Santa Clara","888","126209","704"
"670280","Saratoga","101","30886","327"
"677000","Sunnyvale","857","152323","563"
