"geo_id","city","cases","population","rate"
"610345","Campbell","2789","42470","6567"
"617610","Cupertino","1275","60614","2103"
"629504","Gilroy","8890","55525","16011"
"643280","Los Altos","915","30588","2991"
"643294","Los Altos Hills","306","8517","3593"
"644112","Los Gatos","1716","30922","5549"
"647766","Milpitas","4526","77457","5843"
"648956","Monte Sereno","135","3492","3866"
"649278","Morgan Hill","4793","43876","10924"
"649670","Mountain View","3822","80993","4719"
"0","Other/Unknown","4837","0",
"655282","Palo Alto","2079","67019","3102"
"668000","San Jose","95481","1026658","9300"
"669084","Santa Clara","7172","126209","5683"
"670280","Saratoga","901","30886","2917"
"677000","Sunnyvale","7120","152323","4674"
