"geo_id","city","cases","population","rate"
"610345","Campbell","491","42470","1156"
"617610","Cupertino","178","60614","294"
"629504","Gilroy","1904","55525","3429"
"643280","Los Altos","160","30588","523"
"643294","Los Altos Hills","47","8517","552"
"644112","Los Gatos","229","30922","741"
"647766","Milpitas","731","77457","944"
"648956","Monte Sereno","25","3492","716"
"649278","Morgan Hill","795","43876","1812"
"649670","Mountain View","714","80993","882"
"0","Other/Unknown","1044","0",
"655282","Palo Alto","368","67019","549"
"668000","San Jose","18306","1026658","1783"
"669084","Santa Clara","1296","126209","1027"
"670280","Saratoga","159","30886","515"
"677000","Sunnyvale","1201","152323","788"
