"geo_id","city","cases","population","rate"
"610345","Campbell","809","42470","1905"
"617610","Cupertino","289","60614","477"
"629504","Gilroy","3162","55525","5695"
"643280","Los Altos","250","30588","817"
"643294","Los Altos Hills","75","8517","881"
"644112","Los Gatos","434","30922","1404"
"647766","Milpitas","1246","77457","1609"
"648956","Monte Sereno","39","3492","1117"
"649278","Morgan Hill","1370","43876","3122"
"649670","Mountain View","1237","80993","1527"
"0","Other/Unknown","1878","0",
"655282","Palo Alto","556","67019","830"
"668000","San Jose","29705","1026658","2893"
"669084","Santa Clara","2004","126209","1588"
"670280","Saratoga","236","30886","764"
"677000","Sunnyvale","1888","152323","1239"
