"geo_id","city","cases","population","rate"
"610345","Campbell","546","42470","1286"
"617610","Cupertino","205","60614","338"
"629504","Gilroy","2208","55525","3977"
"643280","Los Altos","181","30588","592"
"643294","Los Altos Hills","58","8517","681"
"644112","Los Gatos","270","30922","873"
"647766","Milpitas","815","77457","1052"
"648956","Monte Sereno","30","3492","859"
"649278","Morgan Hill","894","43876","2038"
"649670","Mountain View","806","80993","995"
"0","Other/Unknown","1230","0",
"655282","Palo Alto","400","67019","597"
"668000","San Jose","20505","1026658","1997"
"669084","Santa Clara","1431","126209","1134"
"670280","Saratoga","179","30886","580"
"677000","Sunnyvale","1345","152323","883"
