"geo_id","city","cases","population","rate"
"610345","Campbell","661","42470","1556"
"617610","Cupertino","258","60614","426"
"629504","Gilroy","2610","55525","4701"
"643280","Los Altos","223","30588","729"
"643294","Los Altos Hills","67","8517","787"
"644112","Los Gatos","375","30922","1213"
"647766","Milpitas","979","77457","1264"
"648956","Monte Sereno","31","3492","888"
"649278","Morgan Hill","1135","43876","2587"
"649670","Mountain View","1044","80993","1289"
"0","Other/Unknown","1508","0",
"655282","Palo Alto","464","67019","692"
"668000","San Jose","24617","1026658","2398"
"669084","Santa Clara","1705","126209","1351"
"670280","Saratoga","206","30886","667"
"677000","Sunnyvale","1634","152323","1073"
